,comment,date
1039,When he's over 6ft 😂😂😂,"Aug 2, 2017"
1040,"when your boyfriend is taller rhan you *puts on high heels*  see i am tall,lol","Aug 1, 2017"
1041,hi everybody! I'm happy to be here😊,"Jul 31, 2017"
1042,wow. that's it?,"Jul 31, 2017"
1043,It  is very short,"Jul 31, 2017"
1044,Imma ask this straight up.....what's wrong with her tits,"Jul 31, 2017"
1045,"that's nothing, i know someone who's 7'5","Jul 30, 2017"
1046,"I just noticed, I'm fishballs height!!","Jul 30, 2017"
1047,"if it makes you feel better, I'm the same height as you.... and completely single soooo","Jul 30, 2017"
1048,"Bruh, I'm 4'5 😂😂😂","Jul 28, 2017"
1049,Just reading now. Is this based on real life?,"Jul 27, 2017"
1050,well I think I need to read something cutest after just reading the whole baster d series btw I totally recommend it,"Jul 26, 2017"
1051,I feel this lol 😭 my bf is Dutch so he's stereotypically insanely tall,"Jul 25, 2017"
1052,My cousin is that tall and he's 17,"Jul 24, 2017"
1053,But look at his man boobs though LOLOLOLOLOLOLOLOLOLOLOL 😂😂,"Jul 23, 2017"
1054,I'm going to be like him when i get older because I'm 13 and already 163-165cm tall(5'7or 5'8)and I'm still growing 😂😂,"Jul 22, 2017"
1055,thanks I was killing my brain trying to remember it ,"Jul 21, 2017"
1056,158 is still shirt,"Jul 13, 2017"
1057,"look I'm Asian as well and I'm ..... 139.7cm tall, meaning, I an effin' midget","Jul 13, 2017"
1058,I'm almost tall as him and im 12....,"Jul 13, 2017"
1059,"he is so tall,than me","Jul 13, 2017"
1060,"Fishball, at least you are an average height. I am shorter than everyone. 😐 lmao","Jul 13, 2017"
1061,"Subscribed to this one before I even began to read it,  'cause I knew I'd like it. :3","Jul 12, 2017"
1062,Saw this on a YouTube ad somewhere and had to check it out. I'm a 6.8 male my self and enjoyed every last episode.,"Jul 12, 2017"
1063,exact opposite of my life! My boyfriend's 5'5 and I'm 6'2!,"Jul 11, 2017"
1064,shes 4'2 and he's 6'6 I'm sure we see the height difference ,"Jul 11, 2017"
1065,Dude I'm 6'6 and I'm not a male...........now I feel like a guy.,"Jul 10, 2017"
1066,the intro made me want to read it more!!!!,"Jul 10, 2017"
1067,"my boyfriend is 6'6"" as well. Im 5'4"".","Jul 10, 2017"
1068,shortest episode evah,"Jul 10, 2017"
1069,yassssss 5'2 life🤗🤗🤗🙃🙃,"Jul 9, 2017"
1070,fishball... hmmm... like the really delicious and famous Filipino street food?? yuummmm!,"Jul 9, 2017"
1071,158 is still shirt,"Jul 13, 2017"
1072,"look I'm Asian as well and I'm ..... 139.7cm tall, meaning, I an effin' midget","Jul 13, 2017"
1073,I'm almost tall as him and im 12....,"Jul 13, 2017"
1074,"he is so tall,than me","Jul 13, 2017"
1075,"Fishball, at least you are an average height. I am shorter than everyone. 😐 lmao","Jul 13, 2017"
1076,"Subscribed to this one before I even began to read it,  'cause I knew I'd like it. :3","Jul 12, 2017"
1077,Saw this on a YouTube ad somewhere and had to check it out. I'm a 6.8 male my self and enjoyed every last episode.,"Jul 12, 2017"
1078,exact opposite of my life! My boyfriend's 5'5 and I'm 6'2!,"Jul 11, 2017"
1079,shes 4'2 and he's 6'6 I'm sure we see the height difference ,"Jul 11, 2017"
1080,Dude I'm 6'6 and I'm not a male...........now I feel like a guy.,"Jul 10, 2017"
1081,the intro made me want to read it more!!!!,"Jul 10, 2017"
1082,"my boyfriend is 6'6"" as well. Im 5'4"".","Jul 10, 2017"
1083,shortest episode evah,"Jul 10, 2017"
1084,yassssss 5'2 life🤗🤗🤗🙃🙃,"Jul 9, 2017"
1085,fishball... hmmm... like the really delicious and famous Filipino street food?? yuummmm!,"Jul 9, 2017"
1086,Anyone here from That YouTube commercial? 😂,"Jul 7, 2017"
1087,i thought this was gonna be a cool ass video but no it readings,"Jul 7, 2017"
1088,How tall is she?,"Jul 7, 2017"
1089,XDDDDDDDDDDDDDD LOL that nerd is so giant😂😂😂,"Jul 7, 2017"
1090,"Already love the comic, very cute style!!ITTY BITTY TITTY COMMITTEE","Jul 6, 2017"
1091,Awwwww really  wanna tag you sis..  Hahaha Absolutely  lovely!! ,"Jul 6, 2017"
1092,I literally feel you 😂😂😂,"Jul 6, 2017"
1093,i think this is how all my relationships well be...if i have any tho,"Jul 6, 2017"
1094,This reminds me of Aphmau and Aaron/ Jessica and Jason,"Jul 5, 2017"
1095,I saw this on an add and it looked cool and That's what made me download this,"Jul 5, 2017"
1096,"when people who are 5ft and up complain how short they are and im here at 4'11 looking up at them like...""why you lie""","Jul 5, 2017"
1097,omg re-reading this and realising that the dude with the man bun is her brooo,"Jul 4, 2017"
1098,I'm 6 foot 8 and I'm only 15 well more growth means more pain finding clothing and shoes ,"Jul 4, 2017"
1099,I saw this on a YouTube ad so I had to find it and read it lel,"Jul 2, 2017"
1100,he is so tall. 😘,"Jun 30, 2017"
1101,im pretty tall as a asian for my age. thats what the elders say. im 5'3. not even 13 yet ;-;,"Jun 28, 2017"
1102,This reminds me of my releationship with my bf. ^_^,"Jun 28, 2017"
1103,GUYS PLEASE MAKE A EVEE SHIRT OR PACHIRISU SHIRT X3333,"Jun 26, 2017"
1104,I'm 5'3 while my boyfriend is 6'3. Close enough. ,"Jun 25, 2017"
1105,"I'm 4'9, but my grandad is 6'11. So unfair.","Jun 25, 2017"
1106,im asian. actually im 155 and my boyfriend is 182 haahhahhaha,"Jun 24, 2017"
1107,im 5'0 and my boyfriend is 6'8.... got yall BEAT. haha,"Jun 23, 2017"
1108,I want him.,"Jun 23, 2017"
1109,"I'm 4'11 :')) being short has its perks though, haha (sorry those who use the metric system)","Jun 23, 2017"
1110,I'm a 172 cm also known as 5'8,"Jun 23, 2017"
1111,i just realize that the guy next to her is her brother,"Jun 22, 2017"
1112,"wow.. 6""6","Jun 22, 2017"
1113,"I'm 5'4"" (~162.5 cm) and my boyfriend is 6'3"" (190.5 cm) and as I've been reading your comic, currently re-reading, I just keep nodding my head and going ""yep so true. This lady understands the joys and troubles of having a tall boyfriend.""","Jun 22, 2017"
1114,This is basically the sum up of my relationship...I'm 5'4.5 and my bfs about 6 foot...so I'm pretty short compared to him..,"Jun 22, 2017"
1115,"omg.... YOUR SO SMOL! I'M LIKE 6,1!","Jun 22, 2017"
1116,I completely just sat here and read them all! Squeee....btw I'm the gamergirl running around in the cute stuff....my boyfriend (at the time) transmoged it for me.....it's actually ugly but this way I'm geared for a little tank n spank :),"Jun 22, 2017"
1117,I'm just about 6'8 so yeah.,"Jun 22, 2017"
1118,that guy looks like markiplier ,"Jun 21, 2017"
1119,☺,"Jun 21, 2017"
1120,I'm a 165.1 cm Height .w.Dem asian genes.,"Jun 21, 2017"
1121,We're about the same height so at least it would be easy to have a semi good pov from your pov. ,"Jun 20, 2017"
1122,Haha I'm pretty short myself so I know what's going through 😂😂 aka 4'11 and I'm 16 for goodness sake,"Jun 20, 2017"
1123,This reminds me of Aphmau and Aaron ,"Jun 20, 2017"
1124,BFG is that you...  just saying he is a mountain...,"Jun 19, 2017"
1125,If only I have a bae,"Jun 18, 2017"
1126,If only my bf was crazy tall...*sighs* smh cx,"Jun 18, 2017"
1127,"Ok so if my bro is 6,4 and he's 6,6 than he's just 2 inches taller than him oh dang","Jun 18, 2017"
1128,soooo cute!!! bahh I am short '^',"Jun 17, 2017"
1129,Whaooo malaysian reppin! 👏🏼👏🏼👏🏼,"Jun 17, 2017"
1130,I may be a girl but I'm really tall,"Jun 17, 2017"
1131,taller than him 😢,"Jun 16, 2017"
1132,"Sheesh. everywhere I go I see people saying 'oh 6'6"" is really tall' and I'm over here like, -_- my school principal has to duck under the roof. my uncle has to duck under doorways. my three friends are around 5'9 in sixth grade. my sister is 6'3 in seventh. my mom is my sister's height. for me, 6'6 is the normal.","Jun 16, 2017"
1133,"me: *Korean-American who doesn't use metric system*me: *Just converts real quick*me: Oh i'm a smol 5'7 and he's a giant, okay.","Jun 16, 2017"
1134,I can totally relate to this. I am 158cm and my boyfriend is 196cm. Oh and we are asians,"Jun 16, 2017"
1135,no he's not Asian he is American and yes 199 cm = 6'6,"Jun 16, 2017"
1136,199 cm 🙄,"Jun 16, 2017"
1137,How tall is he? Hella.Hella tall. ,"Jun 15, 2017"
1138,Your boyfriend is also Asian?,"Jun 15, 2017"
1139,I saw this on a Youtube ad and wanted to read more,"Jun 15, 2017"
1140,The guy with the red. Was that her brother ??,"Jun 15, 2017"
1141,You guys are so adorable together! Is your bf a cat or dog person? You guys are so funny! I totally feel you I'm short too! I was always the shortest in my classes. I got it from my mom.,"Jun 14, 2017"
1142,My GF (both being girls and her being Asian) are both six feet tall.  I guess not all Asian girls are short like they say.  😂,"Jun 13, 2017"
1143,XD my online friends sisters boyfriend is SUPER tall and he's Asian XD,"Jun 13, 2017"
1144,"since fishball is asian, what is boyfriend?","Jun 12, 2017"
1145,"LOL  this is like the height difference between me + my dude (I am 5'5.5"" <166cm> on a good day [5'4 normally] and my guy is around 6'4""—6'5"" <~193cm?>)","Jun 12, 2017"
1146,cuuuute,"Jun 12, 2017"
1147,haha I'm 5'5 and my boyfriend is 5'7,"Jun 11, 2017"
1148,"yes this happens remotely near me, i am glad","Jun 11, 2017"
1149,does anyone ever just read all the comics to come back to comment? or is that just me? :3,"Jun 10, 2017"
1150,Why can I relate to this so much already? 😂,"Jun 10, 2017"
1151,😬 what's with incredibly short web comics these days 👌😒,"Jun 9, 2017"
1152,lol I know how you feel my husband is 6 foot 9 and I'm 5 foot 3 😂,"Jun 8, 2017"
1153,He is a Hella tall. Bluechair reference. LOL,"Jun 8, 2017"
1154,I CAME BACK TO REREAD THIS WEBTOON AGAIN SO THAT I COULD JUST STARE AT THE BOOBS #boobdrawingskillz ,"Jun 7, 2017"
1155,"yeah he's pretty tall but my fiancee which is also a huge nerd is '6""8 and im '5""3-so I really relate to this comic I love it its so right lol","Jun 7, 2017"
1156,I didn't know this webtoon/author are related to Malaysia o.0 Looking forward to this,"Jun 6, 2017"
1157,"my dad and bro are 6'5""","Jun 5, 2017"
1158,5'2 IS SHORT ASF WYM?,"Jun 5, 2017"
1159,"It reminds me of me and my boyfriend, he is 1'94 cm and I'm 1'54 cm XD so it's 40 cm of differenceI love him so much <3","Jun 4, 2017"
1160,this is sooooo interesting!!!,"Jun 4, 2017"
1161,The whole time I'm like: what is up with this boobs??? 😂😂😂,"Jun 4, 2017"
1162,i love this,"Jun 4, 2017"
1163,I had a bf that was 6'7.... he bumped his head a lot 😅,"Jun 4, 2017"
1164,"I have a guy that i like, he is extremely tall (I'm 5' 2"", so he is huge to me) and if we were a couple, this comic would apply to us. ","Jun 3, 2017"
1165,"Joined LINE webtoon for this, giiirl this comic is bomb a f ! Defs my newest guilty pleasure.- An Indonesian Kiwi","Jun 3, 2017"
1166,you're 158cm. i'm 153 cm. 😧,"Jun 2, 2017"
1167,"she is ridiculed cause she is is 159,why if i was there?im only 155 cm..😪","Jun 2, 2017"
1168,This so freaking cute!!! ,"Jun 2, 2017"
1169,When your bf has boobs  too,"May 30, 2017"
1170,"So does he like have, manboobs or abs? ","May 29, 2017"
1171,He is only 18cm longer than me,"May 29, 2017"
1172,hey your not that short your just 41cm shorter than him,"May 29, 2017"
1173,i like this webtoon. i know how you feel. my height is 158 and...😂😂,"May 29, 2017"
1174,whats discover?,"May 28, 2017"
1175,Taller than me........ (T-T),"May 28, 2017"
1176,So much fun seeing what it's like when I go dating! I'm 157cm and asian. Dating in Australia can be this hilarious!,"May 27, 2017"
1177,I think this book is see if but I love so far and the boyfriend is very tall !!,"May 26, 2017"
1178,"Wowow I relate to this so well... ""I'm not short by Asian standards""","May 26, 2017"
1179,Thanks for explaining 😀,"May 26, 2017"
1180,"Its okay im 4"" 11 and my boyfriend is 6"" 3 😄","May 24, 2017"
1181,"I'm looking forward to seeing where this goes, kind of sounds like middle-earth.","May 24, 2017"
1182,A comic I can relate 😂,"May 18, 2017"
1183,So 199 cm versus 201 cm ? Is there any difference?,"May 18, 2017"
1184,"I just found out about this... It seems like it's going to be fantastic, I'm 6'8"", my fiancee is 4'9"" she's not Asian though haha.","May 17, 2017"
1185,I'm asian and 176 B),"May 17, 2017"
1186,HELLA tall,"May 15, 2017"
1187,Why does his shirt change colors,"May 14, 2017"
1188,"this comic is officially the story of my life. (is 6'11"" nerdy guy)","May 14, 2017"
1189,"I once had a 190cm tall bf. He's a basketball player. Was sooo nice. But, I felt down everytime we're hanging out. People would stare and chatter 'bout us. He's really in love with me and didn't care about people sayings. But in the other hand, me, is the main problem. My inferiority made me put him down. We broke up. He had been trying to getting me back for about 4 years long. But I just couldn't make it works. Not his fault. It's me. 😢 #stillfeelsosorry*I'm 152cm tall btw...*","May 14, 2017"
1190,"As soon as I read the title I thought of the same situations I go into with my boyfriend all the time :,) he's 6'2 and I'm 5'0. Thank you author! 🙏🏽💘","May 12, 2017"
1191,"Well I'm 6' 2"" so I guess I'm a giant by Asian standards. ","May 11, 2017"
1192,DAMN!SHORT GIRLS ALWAYS GET THE TALL GUYS.WHAT THE HELL!?WHAT ARE TALL GIRLS LIKE ME SUPPOSED TO GET!!!!????,"May 8, 2017"
1193,"I am 5' or 152cm and my husband 6'3"" or 191cm and he also super nerdy. I feel for this author. Although I am considered to be very short.","May 3, 2017"
1194,"when ur 5'3 like ""dammit""","May 3, 2017"
1195,"YASSS IM ASIAN AND IM 5,4 FEET TALL","May 3, 2017"
1196,My height is also 158 cm.,"May 2, 2017"
1197,I'm Asian and I'm 170cm... (I'm pretty tall in my country,"May 2, 2017"
1198,his hair is making me laugh so hard!!!,"Apr 30, 2017"
1199,So I'm just 4 cm taller that's it ,"Apr 29, 2017"
1200,Don't worry I'm 152 cm or 5ft so I feel you😭,"Apr 27, 2017"
1201,"I know how you feel, I am 5'5 but my boyfriend 6'6 hahahahahahashahahahah *cries*","Apr 26, 2017"
1202,...how?...how...how does he fit in the shower??,"Apr 26, 2017"
1203,I'm 152 (T. T)  .......why God why..  (ToT)  ,"Apr 25, 2017"
1204,199 and not 200,"Apr 24, 2017"
1205,Why does he have man boobs thou😂,"Apr 23, 2017"
1206,I'm only 5'1 😯,"Apr 17, 2017"
1207,This is posted on my birthday!!!,"Apr 15, 2017"
1208,DO YOU KNOW? 158 still abit short for asian standard. ,"Apr 15, 2017"
1209,Im 152.4 cm,"Apr 14, 2017"
1210,Haha My big brother is 6'5 😂,"Apr 13, 2017"
1211,158 cm is still short by Asians standards.,"Apr 12, 2017"
1212," I'm 5 ft 7 in, my boyfriend however is 6 ft 8 in and still growing. You have no idea how much I will relate to this comic","Apr 10, 2017"
1213,hahaha 198cm my bf and I 160cm ... I know the problem xD,"Apr 9, 2017"
1214,"It's okay I'm as tall as you but it weird that I'm younger and still a child, oh well she is at least taller than my mom","Apr 7, 2017"
1215,Just wanted to say that I bet you guys downloaded the WEBTOON app cause u were interested with the ad on YouTube mhm?? C: I did also don't worry ,"Apr 7, 2017"
1216,this comic s literally about me n my husband 😄,"Apr 6, 2017"
1217,wow 199cm. dude I'm 168cm and that's hella tall for me,"Apr 6, 2017"
1218,I agree he is 6'6,"Apr 5, 2017"
1219,9999th like yay ❤,"Apr 5, 2017"
1220,"im 178 cm, teenage asian. my classmates always ""whoah"" at my height.... and ooh yea, im a girl 😀","Apr 3, 2017"
1221,I'm only 5'1 😯,"Apr 17, 2017"
1222,This is posted on my birthday!!!,"Apr 15, 2017"
1223,DO YOU KNOW? 158 still abit short for asian standard. ,"Apr 15, 2017"
1224,Im 152.4 cm,"Apr 14, 2017"
1225,Haha My big brother is 6'5 😂,"Apr 13, 2017"
1226,158 cm is still short by Asians standards.,"Apr 12, 2017"
1227," I'm 5 ft 7 in, my boyfriend however is 6 ft 8 in and still growing. You have no idea how much I will relate to this comic","Apr 10, 2017"
1228,hahaha 198cm my bf and I 160cm ... I know the problem xD,"Apr 9, 2017"
1229,"It's okay I'm as tall as you but it weird that I'm younger and still a child, oh well she is at least taller than my mom","Apr 7, 2017"
1230,Just wanted to say that I bet you guys downloaded the WEBTOON app cause u were interested with the ad on YouTube mhm?? C: I did also don't worry ,"Apr 7, 2017"
1231,this comic s literally about me n my husband 😄,"Apr 6, 2017"
1232,wow 199cm. dude I'm 168cm and that's hella tall for me,"Apr 6, 2017"
1233,I agree he is 6'6,"Apr 5, 2017"
1234,9999th like yay ❤,"Apr 5, 2017"
1235,"im 178 cm, teenage asian. my classmates always ""whoah"" at my height.... and ooh yea, im a girl 😀","Apr 3, 2017"
1236,she is the same height like me,"Apr 3, 2017"
1237,I'm the same height as Fishball!!! Lol,"Apr 3, 2017"
1238,I'M ALSO 158cm! Finally someone who's my height XD and damn.. 199cm? I might break my neck trying to look at this person.,"Apr 2, 2017"
1239,I'm not even exaggerating. this is basically like me and my boyfriend only xD,"Apr 1, 2017"
1240,YOUR HEIGHT DIFFERENCE IS THE SAME AS MY BOYFRIEND AND MY OWN HEIGHTS I LOVE THIS I SYMPATHIZE COMPLETELY,"Mar 31, 2017"
1241,"I'm 149cm, short by any standard... ","Mar 31, 2017"
1242,wow....my bf is taller than him😂,"Mar 30, 2017"
1243,He is around my  height btw Skimiks 199 cm is 6'3,"Mar 30, 2017"
1244,What do you use to draw these?? as i want to learn how to draw like this ,"Mar 30, 2017"
1245,Can u eventually have a picture of what u guys really look like ,"Mar 29, 2017"
1246,"I am so excited to follow your web comic! I am 158 cm and my ""giant nerd boyfriend"" (now giant nerd husband) is 202 cm so this is 100% relatable for me! Love it! Keep up the great work!","Mar 29, 2017"
1247,kinda reminds me of my bf,"Mar 29, 2017"
1248,Omg fish ball you got featured!! I've been here since numero uno,"Mar 28, 2017"
1249,"I read the title and I am like ""it's one of those weird ones eh"" XD","Mar 28, 2017"
1250,SHORT ASIANS RAISE UR HANDS,"Mar 27, 2017"
1251,is she trying to make a markiplier comic,"Mar 26, 2017"
1252,Lmao! My teacher is 198 cm tall. Shes only 26 y/o though😂,"Mar 25, 2017"
1253,"ayyyy asian famhowever, i'm only 5"" 😭","Mar 25, 2017"
1254,so weird... what kind of boobs she have? lol,"Mar 25, 2017"
1255,ikr. its not that we are short. they're just frickin tall (my bf is 196s and we live in asia which means he also banged his head a lot),"Mar 25, 2017"
1256,how tall is the girl? ,"Mar 24, 2017"
1257,"Same girl I'm 5'0,only difference is that I don't have a boyfriend","Mar 24, 2017"
1258,my uncle is 6'11 😂😂😂,"Mar 23, 2017"
1259,"My nerd bf is shorter than me.😓 I'm 5' and he's 4' 10"".😩😓","Mar 23, 2017"
1260,Her boobs 😆,"Mar 22, 2017"
1261,1m58 dating 1m86 right here LOL ,"Mar 22, 2017"
1262,"i'm new here and this is my first comic which i read.. aaahhh, i'm always happy if i have a tall boyfriend ^^","Mar 22, 2017"
1263,It will has some difficult dating.,"Mar 22, 2017"
1264,why does she have saggy grandma tits?,"Mar 22, 2017"
1265,omgg hii malaysian author(?)!!! ,"Mar 22, 2017"
1266,"lol, I am 1,93 it's not really that tall here in The Netherlands xD","Mar 21, 2017"
1267,"my boyfriend is like 6'7"" and his girlfriend is like 5'2"" and I'm just thinking how cute they are. (they are like 20-something old)","Mar 21, 2017"
1268,"I hadn't even noticed her boobs until I read comments about it. I guess I wasn't looking for it. Most of the time, you see what you look for xD","Mar 21, 2017"
1269,My crush is so tall. I'm so small. I like it like that :) so when I need something on a higher shelf he can reach it down for me :),"Mar 21, 2017"
1270,Reminds me of n and my bf😂,"Mar 21, 2017"
1271,Omg author im 158 too TT relatable as an asian,"Mar 20, 2017"
1272,...you still short 👽 but still FUCKING RELATIONSHIP GOAAAALS! 👍🏻,"Mar 20, 2017"
1273,I don't know why but her boyfriend reminds me of Asahi from Haikyuu. #AceOfMyKokoro,"Mar 19, 2017"
1274,Most of the girls in my family are her height ,"Mar 19, 2017"
1275,This comic is so cute. Really funny! Made an account just to subscribe. :),"Mar 18, 2017"
1276,"i'm 16, 4'11, asian, and i don't know it's normal or abnormal -_-","Mar 17, 2017"
1277,Umm excuse me... But what in the world is wrong with her boobs? Like wtf 😂😂😂,"Mar 17, 2017"
1278,little pricks for boobs omg.,"Mar 16, 2017"
1279,that man has boobs,"Mar 15, 2017"
1280,"""By Asian standards."" Lol, I'm 4'11 and my 19 year old aunt is 4'11. I'm taller than my Mom and a bit shorter than my dad. And I'm Asian, the type who gets mouth fills of rice everyday but secretly eats packaged ramen. Relatable, ain't it? ","Mar 15, 2017"
1281,LOL I'm 157cm... I feel u,"Mar 15, 2017"
1282,"when you find a couple almost exactly the same height as you and you boyfriend,  lol. the only difference is that I'm an inch taller than fishball....","Mar 15, 2017"
1283,Shikamaru?,"Mar 15, 2017"
1284,"I'm 165cm  (5'5"") 😊","Mar 15, 2017"
1285,I've seen enough hentai to know where this is going...,"Mar 15, 2017"
1286,I'm still taller! ,"Mar 14, 2017"
1287,:D,"Mar 14, 2017"
1288,THERE'S A COUPLE LIKE THAT IN MY SCHOOL,"Mar 14, 2017"
1289,the booBs xD,"Mar 14, 2017"
1290,Wow from malaysian cartoonist 💕 ,"Mar 14, 2017"
1291,me and my husband are the opposite. I'm half a foot taller then him,"Mar 14, 2017"
1292,I want a tall boyfriend XD,"Mar 13, 2017"
1293,wow. a Malaysian here too. cute. but it's funny how ur bf looks diff in all 3 pics. keep it up,"Mar 13, 2017"
1294,"i dont know why but i feel weird see her boobs, are they boobs or what? 😂😂😂","Mar 12, 2017"
1295,He's about a foot and a half taller than her. XD,"Mar 12, 2017"
1296,"um sorry for being American I had no idea that you guys did cm and stuff. -bows- so sorry for the trouble, hey um why is here so many couples in webtoon don't they know it makes some of us single pringles very jealous ","Mar 12, 2017"
1297,I'm like 6 feet tall,"Mar 12, 2017"
1298,OMG this is me and my husband I'm 4'11 he's 6'3 and we act just like them but with 3 kids always hanging off him.😂 😂 😂 ,"Mar 12, 2017"
1299,"I totally understand!!!! I am 5""1' and my nerdy boyfriend is 6'4"". So already similar! I can't wait to read the rest!!! ","Mar 11, 2017"
1300,-,-
1301,don't worry at least your eight inches taller than me,"Mar 11, 2017"
1302,"I feel like you had a lot more comics than this, because I read your comics when they were on Discover too","Mar 11, 2017"
1303,Her boobs tho,"Mar 11, 2017"
1304,I'm 5'3,"Mar 10, 2017"
1305,"oh look, it's an accurate representation of myself(5'5)and my bf (6'7) ","Mar 10, 2017"
1306,Nice,"Mar 10, 2017"
1307,I miss the Chinese subs 😢,"Mar 10, 2017"
1308,"I want a 6 foot boyfriend too. I'm 5'3"" 😭😭😭😭","Mar 10, 2017"
1309,Proud to see Malaysian webtoon artist here😉,"Mar 10, 2017"
1310,"literally almost me and my girlfriend, she's 5'1 and I'm 6'4","Mar 10, 2017"
1311,"When she said gaint, I thought she meant GIANT, like 6'10 0r 7ft or some shít. When I discovered it was like 6ft I was like ""oh, so average.""","Mar 10, 2017"
1312,I actually happen to be 157 :0 my bae is 188? I know your struggle,"Mar 10, 2017"
1313,im 160 but im 12 and asian...am i tall,"Mar 10, 2017"
1314,Wow you made it!,"Mar 10, 2017"
1315,"She's 5'2 and he's 5'10. He's tall, but not THAT tall","Mar 10, 2017"
1316,i'm a 14 years old asian girl and i'm 165 cm 😂😂,"Mar 9, 2017"
1317,ive seen 6 10 people ,"Mar 9, 2017"
1318,Omg this is me and my bf LOL. At 5'4 and 6'7. Loving this ,"Mar 9, 2017"
1319,"wait...6'6"", I'm 6'5""... so I am a giant!","Mar 9, 2017"
1320,I'm malaysian and I was 163cm 😂 I'm so proud to see a Malaysian in webtoon. I wish I'm good at drawing atleast something that look like a something.. I can't even draw a tree properly.. hahah 😭😭,"Mar 9, 2017"
1321,hey has man boobs......I love this comic already,"Mar 9, 2017"
1322,im almost 5 11,"Mar 9, 2017"
1323,"all of sudden, I remember my ex who's 180cm tall  (or maybe a lil bit taller than that), and I'm only 151 cm...","Mar 9, 2017"
1324,Well you have me a 6ft 7 in tall guy reading this awesome webtoon.:3,"Mar 9, 2017"
1325,but we ( canadiens) use metric system too,"Mar 9, 2017"
1326,Just passed my moms height. Took me forever! I'm so short... Asian problems. Btw I'm Asian.,"Mar 9, 2017"
1327,I am Asian and I am 4 11 and I am 12 in 7th grade my friend has a boyfriend who 17 going college next year and she 14 and I'm 8th grade,"Mar 9, 2017"
1328,"I and husband just like you and your boyfriend, I'm 165cm and my husband 190cm, also he is cubby overload, not just big, he also fat, ","Mar 8, 2017"
1329,How tf is he dat tall. like damn. #TheStrugeIsRealForShortiesLike Me;^;( ≧Д≦),"Mar 8, 2017"
1330,Im 155cm and Im 12 ;u; IM TALL FOR AN ASIAN!!😃😃😃,"Mar 8, 2017"
1331,I HATE BEING SHORT WITH OTHER PEOPLE,"Mar 8, 2017"
1332,he's not that tall I'm Asian and only 15 I'm 6'0 see,"Mar 8, 2017"
1333,did he play basketball? hahahaha,"Mar 8, 2017"
1334,I'm 6 foot 4 inches and my girlfriend is 5 foot 3 inches. I can tell I'm going to love this comic.,"Mar 7, 2017"
1335,I want a TALL boyfriend... but I don't know anything anymore. ,"Mar 7, 2017"
1336,"my first thought when I noticed this:""What is this cute nonsense?""I have not been disappointed.","Mar 7, 2017"
1337,"5'0 doesn't seem short to me at all, then again I am only 4'11...","Mar 7, 2017"
1338,I will heart these forever,"Mar 7, 2017"
1339,This is relatable to me because I am the same height as the author and my boyfriend is only three inches shorter than her boyfriend.,"Mar 7, 2017"
1340,Me with half of my guy friends... Relatable...,"Mar 7, 2017"
1341,Haii I'm Asian too hehe,"Mar 7, 2017"
1342,"well now I have to read this because my family is littered with super tall people,  with 4 of them being about the same height as your boyfriend, give or take.","Mar 7, 2017"
1343,I saw an ad for this on fb and just HAD to read it! My boyfriend is 6'10 (he grew up in Senegal) and I am 5'0. I am so excited to read this comic!,"Mar 7, 2017"
1344,"I read ""giant"", ""nerd"" and ""boyfriend"" and got triggered.","Mar 7, 2017"
1345,"I'm really glad for this webtoon, I feel like I'll connect to it on a spiritual level ","Mar 7, 2017"
1346,Im 158cm too though -.-,"Mar 7, 2017"
1347,the 199cm reminded me of a jojo reference ,"Mar 7, 2017"
1348,the 199cm reminded me of a jojo reference ,"Mar 7, 2017"
1349,lol its pretty much me in real life ,"Mar 7, 2017"
1350,185 for him and I'm 176. With him and his combats 190 I totally understand you!,"Mar 7, 2017"
1351,"thee centimetres taller than me, and I'm the tallest guy I know.","Mar 7, 2017"
1352,awww congrats become an official 😁😁👏👏👏,"Mar 7, 2017"
1353,My ex is the same height as him...  But I'm even shorter...  X'D  and we are both nerds,"Mar 7, 2017"
1354,congratulations for the feature!!!!!!! 👏🏽👏🏽👏🏽👏🏽,"Mar 7, 2017"
1355,MALAYSIAN STORRYYY YEAY KEEP UP THE GOOD WORK DEAR CREATOR,"Mar 7, 2017"
1356,it's so funny how you're only like 1 or 2 inches taller than me (5'0 ft)in imperial terms but i'm still like 152 and a half cm in metric terms ^^;,"Mar 6, 2017"
1357,"Oh my gosh! I feel this so hard, my boyfriend and I have 28cm between us and it's a hilarious struggle!! #RELATABLE","Mar 6, 2017"
1358,"Psssh. I know someone that's 6'8""!","Mar 6, 2017"
1359,Just saw this and remembered the height difference between my boyfriend and me.. 155cm and 205cm can feel like completely different dimensions..,"Mar 6, 2017"
1360,OMG ITS BACK,"Mar 6, 2017"
1361,This comic is also basically my relationship in comic form. My bf and I also have about the same height difference. And we're both needy. ,"Mar 6, 2017"
1362,OOOO I AN ASAIN AND I AM SHORT XD,"Mar 6, 2017"
1363,I love how they draw the boobs,"Mar 6, 2017"
1364,It's like Jared Padalecki being taller like that,"Mar 6, 2017"
1365,My husband is about that tall xD and super nerdy with a splash of geek 💕,"Mar 6, 2017"
1366,GOD DAMN I'M 15 AND ONLY 153-155CM WITH A SHOE SIZE THAT CAN VARY FROM 2-4,"Mar 6, 2017"
1367,Hey I'm that tall too ,"Mar 6, 2017"
